,product_price,shipping_cost,assembly_cost,delivery_window_days,customer_rating,product_category,product_subcategory,brand,assembly_service_requested,payment_method,payment_timing,delivery_status
1725,1645.79,78.17,0.0,4.0,2.3,Kitchen,Storage,Affordable,False,Bank Transfer,Prepaid,Delivered
229,1216.24,117.96,199.77,8.0,3.1,Bedroom,Sleeping,Affordable,True,Card,Prepaid,On Going
1884,1037.98,72.23,0.0,1.0,3.1,Bedroom,Sleeping,Mid Range,False,Digital Wallet,Prepaid,On Going
1004,802.31,144.48,64.87,6.0,3.1,Office,Work,Premium,True,Digital Wallet,Prepaid,Failed Delivery
1375,1809.94,0.0,39.27,1.0,4.7,Dining Room,Seating,Mid Range,True,Digital Wallet,Prepaid,Delivered
1798,1024.25,79.42,0.0,10.0,3.1,Office,Work,Premium,False,Card,Prepaid,Failed Delivery
1056,210.61,87.6,0.0,3.0,1.8,Outdoor,Seating,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
78,693.24,124.63,31.91,13.0,2.4,Bedroom,Sleeping,Premium,True,Cash,Postpaid,Delivered
1837,1337.38,0.0,77.24,7.0,3.6,Kitchen,Table,Affordable,True,Digital Wallet,Prepaid,On Going
845,481.13,73.65,0.0,6.0,3.1,Bedroom,Storage,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
371,2076.94,66.86,0.0,4.0,3.8,Kitchen,Storage,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1519,1054.17,0.0,176.1,8.0,4.8,Outdoor,Patio furniture,Premium,True,Digital Wallet,Prepaid,Failed Delivery
212,445.93,88.78,79.35,13.0,4.3,Outdoor,Patio furniture,Affordable,True,Card,Prepaid,Delivered
630,449.42,31.68,0.0,3.0,1.5,Office,Work,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
265,623.83,0.0,183.68,4.0,3.9,Office,Storage,Affordable,True,Digital Wallet,Prepaid,On Going
774,1391.56,136.94,181.42,5.0,4.7,Outdoor,Seating,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1866,2396.69,142.22,90.27,9.0,5.0,Living Room,Storage,Affordable,True,Bank Transfer,Prepaid,Delivered
63,881.37,80.23,104.55,1.0,3.8,Living Room,Table,Premium,True,Cash,Postpaid,Failed Delivery
714,1083.02,137.99,165.09,11.0,2.8,Living Room,Seating,Affordable,True,Card,Prepaid,Failed Delivery
310,410.68,92.09,102.75,1.0,3.3,Dining Room,Seating,Mid Range,True,Bank Transfer,Prepaid,On Going
1917,1437.85,0.0,154.18,5.0,1.9,Living Room,Seating,Affordable,True,Card,Prepaid,Delivered
1068,1578.09,57.73,75.0,1.0,2.7,Living Room,Seating,Affordable,True,Bank Transfer,Prepaid,Failed Delivery
171,202.09,96.12,50.95,6.0,2.7,Outdoor,Seating,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
767,2220.95,0.0,0.0,5.0,2.5,Bedroom,Storage,Mid Range,False,Card,Prepaid,Failed Delivery
1234,924.2,109.18,177.74,1.0,3.1,Outdoor,Seating,Mid Range,True,Card,Prepaid,Delivered
363,233.84,86.62,0.0,7.0,3.5,Dining Room,Storage,Affordable,False,Card,Prepaid,Delivered
933,1926.0,118.79,168.14,3.0,4.6,Kitchen,Storage,Premium,True,Bank Transfer,Prepaid,On Going
1806,1992.01,0.0,224.2,7.0,3.1,Living Room,Table,Premium,True,Card,Prepaid,Failed Delivery
1923,1408.0,96.19,152.83,5.0,2.7,Outdoor,Patio furniture,Affordable,True,Cash,Postpaid,Delivered
1820,1759.86,0.0,0.0,3.0,2.6,Kitchen,Storage,Affordable,False,Cash,Postpaid,Failed Delivery
1016,2875.5,84.76,0.0,12.0,3.1,Bedroom,Sleeping,Premium,False,Digital Wallet,Prepaid,Failed Delivery
1628,1366.59,115.36,0.0,9.0,3.8,Office,Storage,Mid Range,False,Card,Prepaid,Failed Delivery
1039,2232.38,0.0,0.0,10.0,3.1,Bedroom,Sleeping,Premium,False,Bank Transfer,Prepaid,Failed Delivery
1598,1484.24,0.0,0.0,11.0,2.0,Office,Storage,Affordable,False,Cash,Postpaid,On Going
256,1549.02,80.16,194.33,1.0,4.2,Outdoor,Patio furniture,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1045,1141.41,0.0,72.1,9.0,3.3,Kitchen,Table,Affordable,True,Digital Wallet,Prepaid,On Going
1706,1810.41,0.0,0.0,14.0,1.3,Dining Room,Table,Mid Range,False,Digital Wallet,Prepaid,On Going
1485,697.6,53.83,63.98,9.0,4.0,Outdoor,Patio furniture,Affordable,True,Digital Wallet,Prepaid,Delivered
1439,2202.94,73.85,122.58,7.0,2.4,Living Room,Seating,Affordable,True,Card,Prepaid,Failed Delivery
322,2387.85,62.94,0.0,11.0,2.7,Bedroom,Sleeping,Premium,False,Card,Prepaid,Failed Delivery
831,477.38,73.85,59.43,14.0,3.5,Outdoor,Seating,Mid Range,True,Card,Prepaid,On Going
1544,1749.58,149.98,173.49,13.0,2.8,Bedroom,Sleeping,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
903,1016.15,0.0,40.96,10.0,1.4,Office,Storage,Mid Range,True,Card,Prepaid,On Going
1440,322.25,79.22,53.68,8.0,2.4,Office,Work,Mid Range,True,Digital Wallet,Prepaid,On Going
1759,307.14,90.82,0.0,7.0,1.7,Office,Work,Premium,False,Digital Wallet,Prepaid,Failed Delivery
859,285.43,49.23,88.38,6.0,2.7,Office,Storage,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1335,389.15,98.6,0.0,2.0,1.8,Kitchen,Storage,Premium,False,Card,Prepaid,On Going
773,1258.24,0.0,0.0,9.0,3.6,Office,Work,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1215,846.38,104.28,0.0,5.0,4.8,Dining Room,Seating,Mid Range,False,Card,Prepaid,Failed Delivery
329,806.45,78.27,179.8,4.0,4.3,Office,Work,Mid Range,True,Bank Transfer,Prepaid,Delivered
1858,349.1,83.4,0.0,3.0,1.4,Office,Work,Premium,False,Digital Wallet,Prepaid,Failed Delivery
1573,1261.97,59.69,190.63,9.0,1.4,Living Room,Seating,Mid Range,True,Digital Wallet,Prepaid,Delivered
1230,350.62,34.64,53.72,6.0,3.1,Kitchen,Table,Mid Range,True,Cash,Postpaid,On Going
1659,1154.83,128.57,0.0,12.0,3.1,Bedroom,Sleeping,Affordable,False,Card,Prepaid,Failed Delivery
306,1460.95,0.0,0.0,12.0,4.3,Office,Work,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1238,169.8,80.82,158.81,6.0,3.4,Outdoor,Seating,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
823,2252.74,55.75,199.28,6.0,3.1,Living Room,Seating,Affordable,True,Card,Prepaid,Failed Delivery
1015,515.97,139.68,0.0,7.0,2.3,Dining Room,Table,Mid Range,False,Card,Prepaid,Failed Delivery
867,1053.56,92.37,197.31,9.0,4.8,Dining Room,Storage,Affordable,True,Digital Wallet,Prepaid,On Going
1531,1478.85,0.0,0.0,3.0,3.3,Outdoor,Patio furniture,Affordable,False,Card,Prepaid,On Going
1835,893.1,0.0,0.0,14.0,2.5,Outdoor,Table,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1780,2041.9,70.11,54.96,9.0,3.9,Bedroom,Sleeping,Mid Range,True,Card,Prepaid,Delivered
1191,312.99,63.99,0.0,9.0,3.8,Outdoor,Patio furniture,Premium,False,Cash,Postpaid,Failed Delivery
1755,374.25,53.18,0.0,11.0,4.2,Dining Room,Seating,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1019,464.4,97.62,0.0,3.0,1.1,Bedroom,Storage,Affordable,False,Cash,Postpaid,On Going
1822,725.07,144.54,29.48,2.0,3.3,Outdoor,Patio furniture,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
293,591.24,123.2,159.4,10.0,3.8,Living Room,Storage,Affordable,True,Card,Prepaid,Failed Delivery
1463,1033.38,84.46,258.75,14.0,2.5,Office,Work,Affordable,True,Digital Wallet,Prepaid,On Going
1677,1429.53,123.99,0.0,3.0,3.9,Office,Work,Affordable,False,Bank Transfer,Prepaid,On Going
978,2358.25,0.0,0.0,14.0,3.9,Living Room,Storage,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
20,1529.45,142.64,70.32,8.0,2.6,Outdoor,Patio furniture,Affordable,True,Digital Wallet,Prepaid,On Going
923,820.9,0.0,0.0,11.0,2.1,Office,Work,Affordable,False,Card,Prepaid,Failed Delivery
191,369.43,89.52,99.64,7.0,3.9,Outdoor,Patio furniture,Mid Range,True,Cash,Postpaid,On Going
1061,2211.61,98.26,0.0,5.0,3.1,Bedroom,Storage,Mid Range,False,Card,Prepaid,Failed Delivery
1442,1035.51,93.54,27.91,3.0,4.4,Dining Room,Seating,Affordable,True,Cash,Postpaid,On Going
550,1532.42,0.0,238.91,6.0,4.0,Bedroom,Sleeping,Affordable,True,Cash,Postpaid,On Going
1927,1031.13,89.44,0.0,3.0,1.7,Kitchen,Table,Premium,False,Card,Prepaid,Delivered
910,2024.25,66.57,215.02,8.0,4.0,Living Room,Seating,Affordable,True,Card,Prepaid,Failed Delivery
811,1109.79,90.68,0.0,11.0,3.1,Dining Room,Table,Affordable,False,Card,Prepaid,Delivered
802,2290.43,68.49,233.41,9.0,3.1,Living Room,Table,Affordable,True,Cash,Postpaid,Failed Delivery
439,1984.62,0.0,0.0,6.0,2.3,Kitchen,Storage,Mid Range,False,Bank Transfer,Prepaid,Failed Delivery
1652,629.57,120.25,89.46,5.0,1.4,Living Room,Table,Affordable,True,Cash,Postpaid,Failed Delivery
1607,974.68,73.85,44.65,5.0,4.0,Bedroom,Storage,Premium,True,Card,Prepaid,Failed Delivery
1108,1001.49,69.64,162.51,4.0,3.1,Kitchen,Table,Mid Range,True,Digital Wallet,Prepaid,On Going
1125,478.07,97.86,0.0,5.0,4.7,Dining Room,Seating,Premium,False,Bank Transfer,Prepaid,On Going
307,713.46,0.0,0.0,12.0,3.1,Kitchen,Table,Affordable,False,Digital Wallet,Prepaid,On Going
1824,1858.34,128.99,224.45,14.0,5.0,Dining Room,Seating,Affordable,True,Card,Prepaid,On Going
1576,429.88,94.66,111.34,8.0,3.1,Office,Storage,Mid Range,True,Card,Prepaid,Failed Delivery
1212,180.85,55.78,168.75,11.0,4.8,Dining Room,Seating,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
975,1398.17,148.25,0.0,6.0,2.7,Bedroom,Sleeping,Affordable,False,Card,Prepaid,On Going
1768,889.42,143.24,0.0,11.0,2.0,Office,Work,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
404,2245.97,70.68,91.82,6.0,1.4,Bedroom,Sleeping,Mid Range,True,Bank Transfer,Prepaid,Failed Delivery
1569,690.69,139.44,0.0,3.0,1.2,Living Room,Table,Affordable,False,Digital Wallet,Prepaid,Delivered
1900,1388.68,91.98,210.77,14.0,2.4,Living Room,Seating,Mid Range,True,Card,Prepaid,On Going
1890,1344.04,0.0,0.0,7.0,1.1,Bedroom,Sleeping,Mid Range,False,Digital Wallet,Prepaid,On Going
1406,2507.74,0.0,0.0,8.0,3.1,Bedroom,Sleeping,Premium,False,Digital Wallet,Prepaid,On Going
622,1326.26,53.48,62.65,7.0,4.8,Dining Room,Table,Affordable,True,Card,Prepaid,Failed Delivery
1727,841.01,73.85,0.0,10.0,1.9,Bedroom,Storage,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
787,2334.06,114.4,0.0,12.0,3.9,Bedroom,Storage,Mid Range,False,Cash,Postpaid,Failed Delivery
1799,1025.85,0.0,27.82,13.0,2.5,Outdoor,Patio furniture,Affordable,True,Card,Prepaid,On Going
907,2338.48,0.0,0.0,13.0,4.5,Kitchen,Storage,Affordable,True,Card,Prepaid,On Going
312,905.23,84.87,0.0,4.0,3.7,Dining Room,Seating,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1744,436.38,73.13,26.96,3.0,3.9,Outdoor,Patio furniture,Premium,True,Cash,Postpaid,Delivered
585,308.13,68.5,28.42,5.0,2.9,Outdoor,Table,Affordable,True,Card,Prepaid,On Going
956,1333.82,89.12,212.53,7.0,3.1,Living Room,Seating,Affordable,True,Card,Prepaid,Failed Delivery
1033,953.87,104.71,0.0,1.0,2.7,Outdoor,Patio furniture,Affordable,False,Bank Transfer,Prepaid,Failed Delivery
154,184.73,97.93,219.87,9.0,4.5,Office,Work,Premium,True,Digital Wallet,Prepaid,Failed Delivery
1397,2237.96,92.48,0.0,10.0,2.6,Bedroom,Sleeping,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1825,770.27,73.85,0.0,13.0,3.1,Bedroom,Storage,Mid Range,False,Card,Prepaid,Failed Delivery
93,2214.02,146.73,0.0,2.0,1.1,Bedroom,Storage,Premium,False,Digital Wallet,Prepaid,On Going
1878,1403.8,0.0,169.43,6.0,4.0,Living Room,Seating,Affordable,True,Card,Prepaid,On Going
1040,897.43,110.48,0.0,4.0,4.1,Office,Storage,Mid Range,False,Cash,Postpaid,On Going
1184,1283.12,0.0,0.0,6.0,2.7,Office,Work,Affordable,False,Card,Prepaid,Failed Delivery
1211,1965.72,0.0,0.0,5.0,2.5,Bedroom,Storage,Affordable,False,Cash,Postpaid,Failed Delivery
74,526.61,147.02,0.0,14.0,5.0,Office,Work,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1567,1011.09,125.29,0.0,10.0,2.7,Dining Room,Storage,Mid Range,False,Card,Prepaid,On Going
1887,1491.58,95.83,43.09,12.0,1.8,Living Room,Table,Premium,True,Bank Transfer,Prepaid,Failed Delivery
987,1355.48,134.76,0.0,8.0,3.1,Dining Room,Storage,Affordable,False,Card,Prepaid,Failed Delivery
1731,723.98,128.44,0.0,6.0,3.3,Kitchen,Storage,Premium,False,Card,Prepaid,On Going
582,1951.09,87.32,116.28,1.0,3.1,Dining Room,Storage,Affordable,True,Card,Prepaid,Failed Delivery
570,1428.02,103.36,35.11,8.0,4.8,Bedroom,Storage,Affordable,True,Card,Prepaid,On Going
1342,899.4,140.13,0.0,11.0,3.1,Office,Storage,Mid Range,False,Cash,Postpaid,Failed Delivery
1,702.87,52.65,183.07,10.0,4.5,Living Room,Seating,Premium,True,Digital Wallet,Prepaid,Failed Delivery
800,797.91,0.0,37.23,11.0,1.9,Dining Room,Storage,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1647,1092.22,0.0,0.0,8.0,3.3,Living Room,Storage,Mid Range,False,Digital Wallet,Prepaid,On Going
635,311.79,62.84,0.0,5.0,3.7,Kitchen,Table,Premium,False,Card,Prepaid,Failed Delivery
1811,586.1,130.58,0.0,4.0,4.4,Office,Work,Mid Range,False,Card,Prepaid,On Going
1104,526.19,0.0,67.83,8.0,3.6,Dining Room,Seating,Affordable,True,Cash,Postpaid,Failed Delivery
1641,455.29,41.09,196.66,11.0,3.4,Living Room,Storage,Premium,True,Digital Wallet,Prepaid,Failed Delivery
341,871.13,0.0,189.01,9.0,3.7,Office,Work,Affordable,True,Cash,Postpaid,Delivered
1925,1151.67,149.49,249.69,1.0,2.9,Office,Storage,Affordable,True,Digital Wallet,Prepaid,On Going
1629,1209.05,71.33,0.0,6.0,3.1,Kitchen,Storage,Affordable,False,Digital Wallet,Prepaid,Delivered
1928,688.63,0.0,0.0,11.0,3.7,Office,Work,Premium,False,Card,Prepaid,Failed Delivery
380,89.37,91.15,0.0,3.0,3.1,Office,Work,Affordable,False,Card,Prepaid,On Going
1821,1662.36,133.94,0.0,10.0,1.7,Kitchen,Storage,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1934,929.03,0.0,91.56,9.0,4.4,Dining Room,Seating,Premium,True,Cash,Postpaid,On Going
760,376.26,35.32,0.0,5.0,2.5,Bedroom,Storage,Mid Range,False,Card,Prepaid,On Going
1324,2205.16,107.26,154.79,7.0,1.9,Living Room,Table,Mid Range,True,Bank Transfer,Prepaid,Failed Delivery
428,579.45,84.19,0.0,13.0,5.0,Bedroom,Sleeping,Premium,False,Cash,Postpaid,Failed Delivery
1854,233.19,87.13,29.81,7.0,1.4,Office,Work,Affordable,True,Card,Prepaid,On Going
571,1759.74,120.55,0.0,5.0,4.0,Outdoor,Patio furniture,Mid Range,False,Card,Prepaid,Failed Delivery
619,418.07,34.17,0.0,6.0,3.9,Office,Work,Affordable,False,Card,Prepaid,Failed Delivery
542,1343.43,72.06,200.6,14.0,3.7,Living Room,Seating,Affordable,True,Bank Transfer,Prepaid,On Going
901,226.54,82.75,40.45,9.0,1.3,Living Room,Seating,Affordable,True,Bank Transfer,Prepaid,On Going
94,1210.66,144.03,73.57,10.0,3.2,Dining Room,Seating,Mid Range,True,Bank Transfer,Prepaid,On Going
711,1395.25,0.0,264.61,11.0,1.5,Living Room,Storage,Affordable,True,Digital Wallet,Prepaid,On Going
1399,691.77,118.97,61.57,14.0,3.1,Office,Work,Premium,True,Digital Wallet,Prepaid,Failed Delivery
200,1918.34,0.0,43.67,13.0,2.0,Dining Room,Seating,Mid Range,True,Card,Prepaid,Failed Delivery
68,1058.91,53.26,0.0,12.0,4.4,Office,Work,Mid Range,False,Card,Prepaid,Failed Delivery
580,554.26,114.06,0.0,2.0,4.6,Living Room,Seating,Affordable,False,Digital Wallet,Prepaid,On Going
1031,1500.3,115.2,0.0,8.0,3.1,Kitchen,Storage,Affordable,False,Card,Prepaid,Failed Delivery
1776,1693.27,66.18,0.0,14.0,1.7,Outdoor,Patio furniture,Mid Range,False,Card,Prepaid,Failed Delivery
1556,2281.83,58.35,0.0,1.0,3.2,Kitchen,Storage,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
584,1411.74,66.71,0.0,14.0,4.4,Outdoor,Seating,Affordable,False,Bank Transfer,Prepaid,Delivered
1734,718.69,112.8,0.0,1.0,2.7,Kitchen,Storage,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
423,967.27,118.78,0.0,13.0,1.0,Bedroom,Storage,Affordable,False,Digital Wallet,Prepaid,Delivered
424,1712.4,0.0,0.0,7.0,3.9,Bedroom,Sleeping,Mid Range,False,Cash,Postpaid,Failed Delivery
1378,1298.25,149.93,0.0,6.0,4.9,Outdoor,Seating,Premium,False,Card,Prepaid,Delivered
792,1054.52,77.35,0.0,11.0,3.0,Dining Room,Seating,Affordable,False,Card,Prepaid,Failed Delivery
1719,314.87,35.52,0.0,7.0,3.2,Living Room,Table,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
613,1573.47,71.3,0.0,5.0,3.1,Outdoor,Patio furniture,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1075,1167.12,0.0,0.0,5.0,3.4,Bedroom,Storage,Affordable,False,Card,Prepaid,Failed Delivery
207,1424.09,51.67,0.0,9.0,1.1,Living Room,Seating,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1288,776.42,51.03,48.39,8.0,3.1,Kitchen,Storage,Premium,True,Digital Wallet,Prepaid,Failed Delivery
1859,1371.43,115.51,0.0,3.0,1.1,Living Room,Table,Affordable,False,Cash,Postpaid,Delivered
1267,1071.09,71.64,120.64,12.0,2.3,Dining Room,Seating,Affordable,True,Cash,Postpaid,Failed Delivery
1178,442.25,99.68,233.85,1.0,2.9,Kitchen,Storage,Affordable,True,Card,Prepaid,On Going
1747,978.88,60.16,0.0,11.0,3.0,Dining Room,Storage,Affordable,False,Card,Prepaid,Failed Delivery
694,1820.18,73.85,0.0,2.0,2.3,Bedroom,Storage,Premium,False,Card,Prepaid,Failed Delivery
1422,1661.0,73.85,40.63,1.0,2.0,Dining Room,Seating,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
915,1275.52,131.34,52.48,8.0,5.0,Outdoor,Seating,Affordable,True,Card,Prepaid,On Going
1590,1068.94,136.64,233.12,14.0,2.5,Office,Storage,Affordable,True,Card,Prepaid,Failed Delivery
1743,1256.04,95.63,278.39,3.0,3.4,Outdoor,Patio furniture,Affordable,True,Card,Prepaid,Delivered
1561,459.33,69.16,31.47,13.0,3.1,Office,Work,Mid Range,True,Card,Prepaid,Failed Delivery
616,1228.44,70.2,0.0,3.0,3.1,Kitchen,Storage,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1369,428.17,94.88,0.0,9.0,3.6,Bedroom,Storage,Mid Range,False,Cash,Postpaid,On Going
1885,2385.96,83.2,290.74,11.0,3.5,Living Room,Seating,Affordable,True,Digital Wallet,Prepaid,Delivered
287,1040.43,147.59,0.0,13.0,2.9,Kitchen,Table,Affordable,False,Bank Transfer,Prepaid,On Going
1357,338.26,27.35,0.0,7.0,3.0,Bedroom,Storage,Mid Range,False,Cash,Postpaid,Failed Delivery
846,823.77,82.46,0.0,4.0,2.1,Outdoor,Seating,Affordable,True,Digital Wallet,Prepaid,On Going
561,1040.86,86.56,39.02,13.0,4.9,Living Room,Seating,Mid Range,True,Card,Prepaid,Failed Delivery
1197,2320.8,0.0,100.47,4.0,4.7,Living Room,Seating,Affordable,True,Digital Wallet,Prepaid,On Going
335,527.66,148.16,35.4,10.0,3.3,Bedroom,Sleeping,Premium,True,Digital Wallet,Prepaid,On Going
1186,1058.24,0.0,33.17,5.0,3.1,Living Room,Table,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
303,1494.17,0.0,0.0,14.0,2.4,Living Room,Seating,Affordable,False,Digital Wallet,Prepaid,Delivered
1022,435.8,54.85,0.0,1.0,2.2,Living Room,Seating,Mid Range,False,Cash,Postpaid,Failed Delivery
1381,809.34,0.0,190.63,11.0,4.6,Kitchen,Table,Affordable,True,Digital Wallet,Prepaid,Delivered
1460,2374.29,55.6,0.0,2.0,3.4,Living Room,Seating,Affordable,False,Card,Prepaid,Delivered
799,753.97,118.8,266.38,13.0,1.4,Living Room,Seating,Premium,True,Digital Wallet,Prepaid,Failed Delivery
1794,1735.4,105.55,148.25,11.0,3.2,Bedroom,Sleeping,Mid Range,True,Bank Transfer,Prepaid,Failed Delivery
5,1307.8,73.85,170.18,11.0,3.4,Dining Room,Storage,Premium,True,Bank Transfer,Prepaid,Failed Delivery
1210,1276.75,84.51,0.0,8.0,1.6,Outdoor,Seating,Premium,False,Card,Prepaid,Delivered
1337,196.74,63.77,0.0,7.0,1.1,Dining Room,Seating,Premium,True,Bank Transfer,Prepaid,Failed Delivery
1919,1164.38,148.92,0.0,7.0,2.0,Office,Storage,Mid Range,False,Cash,Postpaid,Failed Delivery
1897,1541.74,125.12,125.68,13.0,4.9,Outdoor,Seating,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
16,777.62,0.0,53.37,1.0,1.3,Bedroom,Storage,Mid Range,True,Bank Transfer,Prepaid,Delivered
1921,1590.86,128.72,147.25,9.0,4.0,Bedroom,Sleeping,Mid Range,True,Digital Wallet,Prepaid,On Going
38,719.75,105.44,249.74,7.0,4.6,Dining Room,Storage,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1767,1467.84,0.0,196.4,5.0,4.3,Kitchen,Table,Mid Range,True,Card,Prepaid,On Going
617,2579.68,98.58,46.49,2.0,2.2,Bedroom,Storage,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
43,2318.43,0.0,250.14,9.0,4.8,Kitchen,Table,Premium,True,Cash,Postpaid,Failed Delivery
73,747.41,82.11,66.49,12.0,3.7,Office,Work,Affordable,True,Card,Prepaid,Failed Delivery
1292,2260.02,106.28,0.0,8.0,3.8,Bedroom,Sleeping,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
660,808.97,143.53,0.0,4.0,3.1,Office,Work,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
243,634.06,82.37,0.0,5.0,4.8,Dining Room,Storage,Premium,False,Cash,Postpaid,Failed Delivery
1803,1347.48,88.88,0.0,11.0,2.5,Living Room,Storage,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1795,1263.44,60.6,0.0,7.0,1.9,Office,Storage,Premium,False,Cash,Postpaid,Failed Delivery
1574,1935.78,104.59,254.47,9.0,4.7,Bedroom,Sleeping,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
160,1759.37,0.0,0.0,9.0,2.3,Outdoor,Table,Premium,False,Digital Wallet,Prepaid,On Going
159,337.8,57.97,0.0,8.0,3.4,Living Room,Table,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
349,981.42,82.24,156.23,10.0,3.7,Outdoor,Seating,Affordable,True,Bank Transfer,Prepaid,Failed Delivery
1596,204.78,70.67,171.92,9.0,2.1,Outdoor,Seating,Mid Range,True,Cash,Postpaid,Delivered
555,100.6,57.11,66.36,10.0,4.7,Office,Storage,Premium,True,Card,Prepaid,Failed Delivery
1317,751.28,93.67,0.0,6.0,3.1,Kitchen,Storage,Premium,False,Digital Wallet,Prepaid,Failed Delivery
1007,1732.8,0.0,51.37,1.0,3.2,Living Room,Table,Mid Range,True,Digital Wallet,Prepaid,On Going
651,1380.85,91.3,0.0,11.0,4.3,Living Room,Seating,Affordable,False,Digital Wallet,Prepaid,Delivered
1373,199.15,89.01,0.0,2.0,4.1,Outdoor,Table,Affordable,False,Card,Prepaid,On Going
1055,889.16,59.24,0.0,10.0,4.1,Bedroom,Storage,Premium,False,Cash,Postpaid,Failed Delivery
1643,2347.65,108.99,0.0,11.0,3.1,Kitchen,Table,Mid Range,False,Cash,Postpaid,Failed Delivery
1320,138.94,57.72,0.0,7.0,3.1,Dining Room,Storage,Affordable,False,Card,Prepaid,Delivered
925,346.84,32.84,176.05,5.0,3.6,Office,Work,Premium,True,Card,Prepaid,On Going
1432,650.42,149.31,0.0,4.0,1.9,Dining Room,Table,Affordable,False,Cash,Postpaid,On Going
1752,1137.97,91.59,36.36,1.0,2.9,Bedroom,Storage,Affordable,True,Cash,Postpaid,On Going
1390,565.86,68.8,223.34,5.0,2.0,Bedroom,Storage,Affordable,True,Card,Prepaid,Failed Delivery
250,1343.72,0.0,0.0,11.0,1.7,Dining Room,Table,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1484,151.08,73.85,105.19,5.0,3.7,Outdoor,Patio furniture,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1359,2394.87,98.69,0.0,3.0,3.1,Living Room,Table,Premium,False,Digital Wallet,Prepaid,On Going
964,773.09,107.38,62.62,8.0,1.9,Outdoor,Seating,Affordable,True,Digital Wallet,Prepaid,On Going
1510,618.05,144.21,0.0,3.0,3.0,Office,Work,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1597,183.67,89.34,42.88,7.0,3.0,Bedroom,Storage,Premium,True,Cash,Postpaid,On Going
918,251.56,83.1,0.0,10.0,3.1,Dining Room,Storage,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
535,846.98,0.0,0.0,2.0,4.7,Office,Work,Affordable,False,Bank Transfer,Prepaid,Delivered
724,556.28,116.09,0.0,12.0,3.1,Dining Room,Storage,Premium,False,Cash,Postpaid,On Going
1581,1536.91,139.25,0.0,13.0,4.1,Dining Room,Storage,Mid Range,False,Cash,Postpaid,On Going
382,609.55,52.24,78.67,3.0,3.1,Bedroom,Storage,Premium,True,Digital Wallet,Prepaid,On Going
495,1562.01,0.0,86.23,8.0,4.5,Dining Room,Seating,Mid Range,True,Digital Wallet,Prepaid,On Going
1612,392.31,71.14,0.0,13.0,1.8,Kitchen,Storage,Affordable,False,Card,Prepaid,Failed Delivery
881,1271.52,140.01,0.0,2.0,3.1,Living Room,Storage,Affordable,False,Digital Wallet,Prepaid,On Going
29,142.6,50.02,116.16,8.0,2.7,Office,Storage,Affordable,True,Card,Prepaid,On Going
1807,1522.51,82.12,0.0,3.0,3.7,Kitchen,Storage,Premium,False,Cash,Postpaid,Failed Delivery
1737,656.23,0.0,25.47,4.0,3.9,Dining Room,Storage,Affordable,True,Bank Transfer,Prepaid,Failed Delivery
